date_week,positive,created_utc
2019-12-30,0.23445782067499998,8
2020-01-06,0.5362700224,8
2020-01-13,0.30349062170714275,28
2020-01-20,0.31313347816666665,6
2020-01-27,0.29456878250909085,22
2020-02-03,0.3188606926367347,98
2020-02-10,0.2988434434,14
2020-02-17,0.42603521792916643,48
2020-02-24,0.3306772379063829,94
2020-03-02,0.29053468610263133,76
2020-03-09,0.2699652854935479,496
2020-03-16,0.294981349972973,148
2020-03-23,0.25890339850200006,100
2020-03-30,0.21219479789583331,48
2020-04-06,0.2787385106111111,90
2020-04-13,0.24015823948421047,76
2020-04-20,0.32253243460645153,62
2020-04-27,0.4112774491366665,60
2020-05-04,0.2600657055783335,120
2020-05-11,0.3409748940157897,76
2020-05-18,0.3217484950966295,178
2020-05-25,0.3105691079968752,256
2020-06-01,0.31431710968333343,96
2020-06-08,0.3100399104072729,110
2020-06-15,0.2431302551999999,52
2020-06-22,0.2619515243918367,98
2020-06-29,0.3184661716333333,24
2020-07-06,0.315144552125,72
2020-07-13,0.18657639026222228,90
2020-07-20,0.5209886892272727,44
2020-07-27,0.28383359137058817,34
2020-08-03,0.33958597668125007,64
2020-08-10,0.44015482594117644,34
2020-08-17,0.30619904202,30
2020-08-24,0.29719782471,20
2020-08-31,0.34871049723809516,42
2020-09-07,0.3109221025,44
2020-09-14,0.17993321023333322,12
2020-09-21,0.47533693910999997,20
2020-09-28,0.2948642875999999,64
2020-10-05,0.19678685920714276,28
2020-10-12,0.37940143687142847,28
2020-10-19,0.4077405894470586,34
2020-10-26,0.25445507766,20
2020-11-02,0.2917920231799999,20
2020-11-09,0.21390306204999998,32
2020-11-16,0.34532816411,20
2020-11-23,0.397653617237037,54
2020-11-30,0.31796329319999994,40
2020-12-07,0.2917740540090909,110
2020-12-14,0.32522799572380956,42
2020-12-21,0.3391867106083333,48
2020-12-28,0.3009270694555556,54
2021-01-04,0.24492347767352943,68
2021-01-11,0.24306343839999994,52
2021-01-18,0.2876762748,2
2021-01-25,0.23740989762666664,30
