date_week,positive,created_utc
2019-12-30,0.33223297597999996,10
2020-01-06,0.4922075331099999,20
2020-01-13,0.5145842020346152,52
2020-01-20,0.52934527397,40
2020-01-27,0.4431930422763636,110
2020-02-03,0.42798398948757016,354
2020-02-10,0.43044579119771914,526
2020-02-17,0.3773155582674241,264
2020-02-24,0.4111999921578949,114
2020-03-02,0.44577367901500003,40
2020-03-09,0.4920010619264707,68
2020-03-16,0.4267580965000001,34
2020-03-23,0.4772051095950001,40
2020-03-30,0.39370036498125,32
2020-04-06,0.44064791004999987,36
2020-04-13,0.487055094897531,162
2020-04-20,0.3909739505594595,148
2020-04-27,0.3661960689972601,146
2020-05-04,0.42863568662499996,32
2020-05-11,0.42015685275454545,44
2020-05-18,0.37095159888999996,20
2020-05-25,0.4424328909352942,34
2020-06-01,0.3653374495782609,46
2020-06-08,0.41102151639850765,134
2020-06-15,0.4662282826164387,292
2020-06-22,0.39037870765250005,80
2020-06-29,0.3890641250454548,44
2020-07-06,0.3651472841,126
2020-07-13,0.3470477794926473,136
2020-07-20,0.33456544764453094,256
2020-07-27,0.3802604079247524,202
2020-08-03,0.341727360324576,236
2020-08-10,0.38870803226727246,110
2020-08-17,0.4183611604888889,90
2020-08-24,0.427415747832323,198
2020-08-31,0.41254743420229856,174
2020-09-07,0.2958273864634615,104
2020-09-14,0.48706401021052637,38
2020-09-21,0.412205708,10
2020-09-28,0.41056023324285723,14
2020-10-05,0.36960648827777776,36
2020-10-12,0.45785075426470584,34
2020-10-19,0.38070791042307695,26
2020-10-26,0.43620537934130454,92
2020-11-02,0.39517678816666674,12
2020-11-09,0.3268425762624999,16
2020-11-16,0.26601591708333333,12
2020-11-23,0.3956109345,20
2020-11-30,0.3679022192999999,28
2020-12-07,0.24902893489230774,26
2020-12-14,0.43847432359999994,32
2020-12-21,0.5537971357666667,12
2020-12-28,0.5600278576333334,6
2021-01-04,0.6323298911166667,12
2021-01-11,0.4515553593599999,10
